tweet_id,tweet_text,created_at,user_id,user_name,conversation_id,lang,is_reply,in_reply_to_username,in_reply_to_tweet_id,tweet_url,retweet_count,quote_count,reply_count,like_count,tweet_clean_text,intent
9.955484001741988e+17,@BMW Traction Control just saved my life.,Sun May 13 06:16:49 +0000 2018,1325242327.0,alliessam_,9.955484001741988e+17,en,False,BMW,,https://x.com/alliessam_/status/995548400174198784,0,0,2,0,traction control saved life,
1.3184953482272768e+18,"@bmw my service agreement ran out before I could get the car in. Because it was in @Williams_BMW garage being repaired for 4months! Bmw have earned £9k for the repair, however much from the government by furloughing staff and now want me to pay for a service I’ve already bought!",Tue Oct 20 10:12:42 +0000 2020,73908265.0,robjenks,1.3184953482272768e+18,en,False,BMW,,https://x.com/robjenks/status/1318495348227276805,0,0,5,0,service agreement ran car garage repaired months bmw earned £ k repair government furloughing staff want pay service bought,
1.1021952289608704e+18,@BMW The worst customer services experience of any dealership! Leaving a customer without any information on the status of their recall and no way of getting to work. Had the car for 4 days now and on 2 occasions not called back the customer. Disgraceful. @MercedesBenz @Audi,Sun Mar 03 13:13:15 +0000 2019,1691824560.0,rgoffrobert,1.1021952289608704e+18,en,False,BMW,,https://x.com/rgoffrobert/status/1102195228960870400,1,0,1,4,worst customer services experience dealership leaving customer information status recall way getting work car days occasions called customer disgraceful,customer_service_complaint
1.243425549248123e+18,She’s just been sitting outside during this lockdown. Can’t wait to go back to work just to drive her again. @BMW #GranTurismo https://t.co/J73apuudUW,Fri Mar 27 06:32:07 +0000 2020,1.1978976255229952e+18,LosAngelesTesla,1.243425549248123e+18,en,False,,,https://x.com/LosAngelesTesla/status/1243425549248122883,1,0,2,5,sitting outside lockdown wait work drive granturismo,
1.0529542925904978e+18,I am loving my #BMW #E92 #M3 what a beautiful day to drive! ///M ❤ @BMW @BMWMotorsport https://t.co/ciM6YCymLz,Thu Oct 18 16:07:20 +0000 2018,146019604.0,GH05T666,1.0529542925904978e+18,en,False,,,https://x.com/GH05T666/status/1052954292590497792,1,0,1,2,loving bmw e m beautiful day drive m,
1.4568638821698847e+18,"Our dance queens, #YGX Crew, with #BMW Korea! The high quality production + the chemistry of both the car brand &amp; crew swag.. just WOW! 😎 Thank you @BMW team!  #YG FAMILY fans are so extatic what more you have in store together with YGX Dance Crew! ✅https://t.co/Ccg9Xx3vz6",Sat Nov 06 05:59:51 +0000 2021,1.2736159955552952e+18,AGASEMind,1.4568638821698847e+18,en,False,,,https://x.com/AGASEMind/status/1456863882169884678,2,0,1,9,dance queens ygx crew bmw korea high quality production chemistry car brand amp crew swag wow thank team yg family fans extatic store ygx dance crew,
1.5685760413245358e+18,That @BMW batmobile made by @midjourney #midjourney #art #AIart #NFT #NFTCommmunity #BMW https://t.co/cDIt4EdteJ,Sat Sep 10 12:24:05 +0000 2022,219059766.0,beastydesign,1.5685760413245358e+18,en,False,,,https://x.com/beastydesign/status/1568576041324535810,0,0,1,4,batmobile midjourney art aiart nft nftcommmunity bmw,
1.4649548363786527e+18,@BMW absolutely atrocious customer service I have a 3 month old car with snapped suspension currently on my drive! I bought thinking this was a reputable company….silly me!,Sun Nov 28 13:50:25 +0000 2021,1.4636291966395802e+18,NicolaouEsther,1.4649548363786527e+18,en,False,BMW,,https://x.com/NicolaouEsther/status/1464954836378652687,0,0,1,0,absolutely atrocious customer service month old car snapped suspension currently drive bought thinking reputable company … silly,
1.2155727619738624e+18,"@BMW is the connected app just really bad, or do I have connection problems?! Everytime I try to refresh my car info it doesn't work, and none of the remote features can ever connect. Hugely frustrating",Fri Jan 10 09:55:05 +0000 2020,304332388.0,johnhull84,1.2155727619738624e+18,en,False,BMW,,https://x.com/johnhull84/status/1215572761973862400,0,0,1,1,connected app bad connection problems everytime try refresh car info nt work remote features connect hugely frustrating,
8.441653356370166e+17,Thanks for the love @BMW although I think I may have a few too many emails from you https://t.co/oUZBZIJt6H,Tue Mar 21 12:34:34 +0000 2017,16002812.0,MrHowesC,8.441653356370166e+17,en,False,,,https://x.com/MrHowesC/status/844165335637016578,0,0,2,2,thanks love think emails,
9.101854904139572e+17,"Car serviced at the @BMW dealership &amp; this (pic 1) pops up 15 minutes after leaving. Wait, they knew (pic 2) and didn't correct it. WTF?! https://t.co/sxAy0dvXi8",Tue Sep 19 16:55:06 +0000 2017,2398600650.0,timpovich,9.101854904139572e+17,en,False,,,https://x.com/timpovich/status/910185490413957120,0,0,1,1,car serviced dealership amp pic pops minutes leaving wait knew pic nt correct wtf,
9.424063409027808e+17,"@BMWi @BMW FAIL. The i3 20” wheel is summer only, you failed to note this on your site and sales didn’t mentioned it when I got the vehicle. Almost died driving in snow, ABS was going off like crazy and couldn’t break at any speed, now i have to pay for winter tires and rims?",Sun Dec 17 14:49:15 +0000 2017,83431269.0,SixtoLuna1111,9.424063409027808e+17,en,False,BMWi,,https://x.com/SixtoLuna1111/status/942406340902780928,0,0,2,0,fail i ” wheel summer failed note site sales mentioned got vehicle died driving snow abs going like crazy break speed pay winter tires rims,
1.5036710935837737e+18,Old school cool E21 @BMW 🖤 IG/jones_fueled_society https://t.co/nzcdq6fA4B,Tue Mar 15 09:55:00 +0000 2022,20301636.0,GermanCarScene,1.5036710935837737e+18,en,False,,,https://x.com/GermanCarScene/status/1503671093583773699,0,0,1,21,old school cool e igjonesfueledsociety,
1.1501030590888264e+18,"Bring Money Weekly! Yup. Last @BMW for me. Had 2. “Fool me once”..? Extended warranty ending, traded it in yesterday. @bmwcanada not getting stuck with another $900 towing bill and ridiculous repair costs. @BrianJesselBMW 🤬 https://t.co/18X6C1Zj7G",Sat Jul 13 18:01:51 +0000 2019,106923773.0,RealClark11,1.1501030590888264e+18,en,False,,,https://x.com/RealClark11/status/1150103059088826368,0,0,2,2,bring money weekly yup “ fool ” extended warranty ending traded yesterday getting stuck towing bill ridiculous repair costs,
1.431264923825279e+18,Disappointed @MINIOfficial_IN @bmwindia @BMW for a second tyre burst in the same car. Seeking quick resolution. https://t.co/L9lWMJcboQ,Fri Aug 27 14:38:44 +0000 2021,92338913.0,Shrutiswaroop,1.431264923825279e+18,en,False,,,https://x.com/Shrutiswaroop/status/1431264923825278983,0,0,1,0,disappointed second tyre burst car seeking quick resolution,
8.339422209652818e+17,@BMW when will be a bluetooth update? Will ios users see contact photos? @BMWupdates,Tue Feb 21 07:31:34 +0000 2017,268379022.0,luis_dosde,8.339422209652818e+17,en,False,BMW,,https://x.com/luis_dosde/status/833942220965281794,0,0,1,0,bluetooth update ios users contact photos,
9.944283334703144e+17,"This has always been a Car that I love and wanna drive the @BMW , @BMW_SA M4 and the M2 Mega love for the car😍😍😍 https://t.co/m3Tv8THMG3",Thu May 10 04:06:04 +0000 2018,9.225406701994926e+17,Lesley_Mhlanga,9.944283334703144e+17,en,False,,,https://x.com/Lesley_Mhlanga/status/994428333470314496,26,2,2,253,car love wanna drive m m mega love car,
8.489313226260603e+17,@BMW #E84 #X1 in a historical temple. https://t.co/NaZa7OKjCi,Mon Apr 03 16:12:54 +0000 2017,1253787228.0,feichao1,8.489313226260603e+17,en,False,BMW,,https://x.com/feichao1/status/848931322626060288,10,0,2,65,e x historical temple,
1.5783673573736858e+18,"Will be @BMW #MFest2022 next weekend taking care of business. Don’t ask me for tickets, I don’t have. https://t.co/qQxTsNCIwQ",Fri Oct 07 12:51:17 +0000 2022,266704258.0,DavidMogashoa,1.5783673573736858e+18,en,False,,,https://x.com/DavidMogashoa/status/1578367357373685761,4,1,10,48,mfest weekend taking care business ask tickets,
1.1185030399402968e+18,@BMW I’m pretty sure Y’all don’t have a lottery department #CantScamMe https://t.co/09D2mUHBoj,Wed Apr 17 13:14:40 +0000 2019,579064361.0,substle,1.1185030399402968e+18,en,False,BMW,,https://x.com/substle/status/1118503039940296704,0,0,2,0,pretty sure y’all lottery department cantscamme,
1.0558741937142292e+18,"@BMW Terrible customer service in Mexico, frankly very disappointed with the brand. First and last time I buy a BMW.",Fri Oct 26 17:29:59 +0000 2018,90937336.0,digitalfxmx,1.0558741937142292e+18,en,False,BMW,,https://x.com/digitalfxmx/status/1055874193714229248,0,0,1,0,terrible customer service mexico frankly disappointed brand time buy bmw,customer_service_complaint
8.49464197696168e+17,You guys make some crazy machines @BMW thank u,Wed Apr 05 03:30:21 +0000 2017,566393452.0,Halid_J10,8.49464197696168e+17,en,False,,,https://x.com/Halid_J10/status/849464197696167938,0,0,1,0,guys crazy machines thank u,
1.1319401525054546e+18,@BMW My Z4 was recalled after 2 weeks and it’s been over 3 weeks in the service department and it still hasn’t been fixed - customer service offer no help and no eta of when it’s going to be fixed,Fri May 24 15:08:57 +0000 2019,42115108.0,dw159,1.1319401525054546e+18,en,False,BMW,,https://x.com/dw159/status/1131940152505454593,0,0,1,0,z recalled weeks weeks service department fixed customer service offer help eta going fixed,
1.180469717913477e+18,⁦@BMW⁩⁦@TeamAutonation⁩⁦@AutoNation⁩ ⁃Charged a ‘Shop Charge’ of $59.99. ⁃Failure to replace one of the wheel hub (w/BMW logo). ⁃Being told by a service provider 4 months after a bought my car that one tire has tread issues and may need to be replaced. https://t.co/bZCV7yEPFN,Sat Oct 05 13:08:07 +0000 2019,25150211.0,erik3266,1.180469717913477e+18,en,False,,,https://x.com/erik3266/status/1180469717913477127,0,1,3,0,⁃charged ‘ shop charge ’ ⁃failure replace wheel hub wbmw logo ⁃being told service provider months bought car tire tread issues need replaced,
1.4197219743272673e+18,HEY @BMW can we just talk about how hot it is that the logo is still visible as heck on the lug cap here?? @dewps took this photo of my classic flagship in its natural habitat. https://t.co/Mj3UEYocIl,Mon Jul 26 18:11:10 +0000 2021,612087379.0,clapped36,1.4197219743272673e+18,en,False,,,https://x.com/clapped36/status/1419721974327267330,0,0,1,2,hey talk hot logo visible heck lug cap took photo classic flagship natural habitat,
8.777994523999109e+17,"#BMW #E90 in U-POL #Raptor #paint @BMW @RaptorUpol That is a matter of taste, but I like it. Looks great in the sun https://t.co/JYAnVNCifK",Thu Jun 22 08:04:32 +0000 2017,608450721.0,yaydogen,8.777994523999109e+17,en,False,,,https://x.com/yaydogen/status/877799452399910912,1,0,1,2,bmw e upol raptor paint matter taste like looks great sun,
8.551738759607747e+17,@BMW Hi company you should expect me to work with you in 8 years 😊,Thu Apr 20 21:38:35 +0000 2017,382196814.0,shadyghazaly,8.551738759607747e+17,en,False,BMW,,https://x.com/shadyghazaly/status/855173875960774658,0,0,1,2,hi company expect work years,
9.942962785688986e+17,@BBCWatchdog I've just tried ringing @BMW about my 1 series that was cutting out and the helpline you provided tonight was closed! Do you have another contact number for bmw?,Wed May 09 19:21:20 +0000 2018,174977668.0,oj_wright,9.942962785688986e+17,en,False,BBCWatchdog,,https://x.com/oj_wright/status/994296278568898561,0,0,1,0,ve tried ringing series cutting helpline provided tonight closed contact number bmw,
1.0972705683725844e+18,"@BMW 640d went in for a recall still no updates from the dealership it been over 3 weeks, for a 640d given a volvo v40 ridiculous , atleast update the customers",Sun Feb 17 23:04:24 +0000 2019,1.0742522541049652e+18,Chiragd19207937,1.0972705683725844e+18,en,False,BMW,,https://x.com/Chiragd19207937/status/1097270568372584448,2,1,2,2,d went recall updates dealership weeks d given volvo v ridiculous atleast update customers,
8.865778072786493e+17,Simply stunning @BMW #bmw #8series @BMWGroup #supercar #SuperCarSunday #theultimatedrivingmachine https://t.co/aVTcW6fsvC,Sun Jul 16 13:26:35 +0000 2017,353741290.0,brown_jojo,8.865778072786493e+17,en,False,,,https://x.com/brown_jojo/status/886577807278649344,19,1,2,214,simply stunning bmw series supercar supercarsunday theultimatedrivingmachine,
1.5125699452798405e+18,"Other than sneakers, I like doing this too. @BMWMotorsport @BMW #bmwude #bmwude see you in NJ in May! https://t.co/FMCSMfjjfn",Fri Apr 08 23:15:51 +0000 2022,1170249859.0,str8heatonfeet,1.5125699452798405e+18,en,False,,,https://x.com/str8heatonfeet/status/1512569945279840267,0,0,1,1,sneakers like bmwude bmwude nj,
9.92360459557892e+17,Good day @BMWGroup @BMW &amp; @iwyze  Am not finding joy with the service I am receiving from both of you. It’s been over 2 weeks &amp; no one is communicating with me about the status of my vehicle  Even today I don’t know what is happening but yet to quick to debit my acc monthly💔 https://t.co/qY8AwFZ8dp,Fri May 04 11:09:05 +0000 2018,8.428263718816809e+17,iamKhumo_,9.92360459557892e+17,en,False,,,https://x.com/iamKhumo_/status/992360459557892102,2,0,3,2,good day amp finding joy service receiving weeks amp communicating status vehicle today know happening quick debit acc monthly,
1.6532828142870487e+18,@BMW 6-7 months ago you recalled the 1 series due to a faulty part. I’ve attempted bookings at numerous points since being informed. Constantly being told you can’t take my car to fix the issue. Now I have a drive train malfunction! Your customer service is poor!,Tue May 02 06:18:34 +0000 2023,339251432.0,incipientarch,1.6532828142870487e+18,en,False,BMW,,https://x.com/incipientarch/status/1653282814287048705,0,0,1,0,months ago recalled series faulty attempted bookings numerous points informed constantly told car fix issue drive train malfunction customer service poor,
9.079503233015684e+17,I’ve been lucky enough to drive a dream into reality with @BMW recently. Exploring and history have always been pa… https://t.co/o9svQ7Z5Cn https://t.co/qasz5VKJ8r,Wed Sep 13 12:53:20 +0000 2017,311027638.0,Carlos_R_Costa,9.079503233015684e+17,en,False,,,https://x.com/Carlos_R_Costa/status/907950323301568514,1,0,1,7,lucky drive dream reality recently exploring history pa …,
8.420540164230758e+17,@BMW @HALLIWELLJONES my 2 year old 4 series in again for the 3rd time in 4 months for a snapped exhaust. Really very poor. My last BMW.,Wed Mar 15 16:44:56 +0000 2017,20161455.0,ChrisFrow,8.420540164230758e+17,en,False,BMW,,https://x.com/ChrisFrow/status/842054016423075844,0,0,1,0,year old series rd time months snapped exhaust poor bmw,
1.0058477686011208e+18,@BMW any ideas on how to restore or improve this? https://t.co/56L5mRZSsJ,Sun Jun 10 16:22:50 +0000 2018,63091691.0,GunnerSeb,1.0058477686011208e+18,en,False,BMW,,https://x.com/GunnerSeb/status/1005847768601120768,0,0,1,0,ideas restore improve,
1.0139301495098204e+18,"Have I mentioned how much I luv my Babba’s @BMW?? Cause gosh, I sure do!! So comfies... :) https://t.co/TIJJvZssqt",Mon Jul 02 23:39:20 +0000 2018,7.168229328409068e+17,TyberiusSays,1.0139301495098204e+18,en,False,,,https://x.com/TyberiusSays/status/1013930149509820416,7,0,2,63,mentioned luv babba cause gosh sure comfies,
8.597852981165875e+17,"Dear @BmwThamesDitton - Please collect my car from Southampton, so I can drive it!  Kind Regards, A very excited new @BMW owner! ;)",Wed May 03 15:02:43 +0000 2017,255647372.0,GoodStegosaurus,8.597852981165875e+17,en,False,,,https://x.com/GoodStegosaurus/status/859785298116587520,0,0,1,3,dear collect car southampton drive kind regards excited new owner,
8.79383766371713e+17,".@BMW will invest $600 million at a South Carolina car plant, creating another 1,000 jobs https://t.co/qcrFYh5sYQ #scnews https://t.co/O1AdzkjJYE",Mon Jun 26 17:00:02 +0000 2017,14693499.0,postandcourier,8.79383766371713e+17,en,False,,,https://x.com/postandcourier/status/879383766371713024,21,1,2,28,invest million south carolina car plant creating jobs scnews,
9.580643637342084e+17,I have been driving my @BMW 320i for 5 years now...that thing never disappoint me... Mileage is almost 280 000 kilometres...,Mon Jan 29 19:48:38 +0000 2018,3110168109.0,laugh_di,9.580643637342084e+17,en,False,,,https://x.com/laugh_di/status/958064363734208512,0,0,1,1,driving i years nowthat thing disappoint mileage kilometres,
1.1396061441572128e+18,Why would y’all take out the spare tire &amp; jack on the F10 ? 🤦🏽‍♂️ @BMW,Fri Jun 14 18:50:52 +0000 2019,69723847.0,Jeff4Nine,1.1396061441572128e+18,en,False,,,https://x.com/Jeff4Nine/status/1139606144157212672,0,0,1,0,y’ spare tire amp jack f,
9.957612294896352e+17,@BMW thanks for making a water pump that cost $500 then putting a impossible to reach bolt on it. You da best,Sun May 13 20:22:32 +0000 2018,55593784.0,stephenlocklear,9.957612294896352e+17,en,False,BMW,,https://x.com/stephenlocklear/status/995761229489635328,0,0,2,0,thanks making water pump cost putting impossible reach bolt da best,
8.880983705852314e+17,@partridgebmw busy going nowhere @BMW feel let down https://t.co/6mJLYKIFAi,Thu Jul 20 18:08:46 +0000 2017,1359102564.0,CleverPestMan,8.880983705852314e+17,en,False,PartridgeBMW,,https://x.com/CleverPestMan/status/888098370585231363,0,0,1,0,busy going feel let,
8.895459282391982e+17,So cool to see our friends in Hollywood with our amazing clients! @BMWUSA @BMWGroup @BMW 📸 👉🏼 @EdwardNorton https://t.co/g0JjB9yHto,Mon Jul 24 18:00:50 +0000 2017,310476407.0,PropagandaGEM,8.895459282391982e+17,en,False,,,https://x.com/PropagandaGEM/status/889545928239198212,11,1,2,54,cool friends hollywood amazing clients,
9.312009871293522e+17,@BMW @HuaweiMobile @Android I've just bought a brand new Huawei Mate 10 pro and I've issues to play my music (Spotify) in my BMW 116d from 2015. It was working well with my iPhone 7 but now in BT and USB nothing works except phone calls. What can I do?,Thu Nov 16 16:43:10 +0000 2017,1354132489.0,LenoirPhil,9.312009871293522e+17,en,False,BMW,,https://x.com/LenoirPhil/status/931200987129352194,0,0,1,0,ve bought brand new huawei mate pro ve issues play music spotify bmw d working iphone bt usb works phone calls,
1.11780814114671e+18,"Customer experience and social media strategy clearly lacking @BMW @BMWGroup ignoring multiple tweets and then a ‘DM me a reply’ response. Very disappointed but absolutely gutted also, a brand I’ve loved since a boy, now detest driving what should be #ultimatedrivingexperience",Mon Apr 15 15:13:23 +0000 2019,23670009.0,josephdeasy,1.11780814114671e+18,en,False,,,https://x.com/josephdeasy/status/1117808141146710017,0,1,2,3,customer experience social media strategy clearly lacking ignoring multiple tweets ‘ dm reply ’ response disappointed absolutely gutted brand loved boy detest driving ultimatedrivingexperience,
1.4964331092686807e+18,Terrible experience @BMW Promising the sky and super after sales support on the BMW 8 Series but the most careless and rude team @bmw_navnit_ka @NavnitMotorsMum @BMWGroup The way they’ve kept the car for 15 days at the service station is horrendous! Will never recommend! https://t.co/KpM94mYoKc,Wed Feb 23 10:33:50 +0000 2022,26465848.0,RakshaRamaiah,1.4964331092686807e+18,en,False,,,https://x.com/RakshaRamaiah/status/1496433109268680712,20,2,4,76,terrible experience promising sky super sales support bmw series careless rude team way kept car days service station horrendous recommend,
1.7508813710383478e+18,Our 2024 @BMW i4 xDrive40 Is All Charged Up https://t.co/2S8DBAzENw,Fri Jan 26 14:00:23 +0000 2024,14342661.0,CARandDRIVER,1.7508813710383478e+18,en,False,,,https://x.com/CARandDRIVER/status/1750881371038347725,1,0,4,25,i xdrive charged,
8.986601588631388e+17,A whole new design language will be seen in the next few years with @BMW #Z4Concept #8Series https://t.co/ScIc6SnkAZ,Fri Aug 18 21:37:32 +0000 2017,8.765765137344512e+17,HN1T2S,8.986601588631388e+17,en,False,,,https://x.com/HN1T2S/status/898660158863138816,0,0,3,1,new design language seen years zconcept series,
