new_car: 4846,
want_new: 3145,
need_new: 1169,
car_bad: 335,
buy_car: 290,
buy_new: 279,
brand_new: 194,
want_car: 191,
car_want: 168,
new_truck: 164,
wanna_buy: 158,
want_buy: 155,
customer_service: 132,
car_year: 132,
car_asap: 127,
think_want: 123,
car_like: 121,
k_mile: 112,
buy_truck: 82,
look_new: 81,
